0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,5.000000000000000000e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.804498869864088360e-07,0.000000000000000000e+00,4.999999759911289976e-01,0.000000000000000000e+00
0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-1.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00,3.028365908008906218e-06,0.000000000000000000e+00,4.999998088903457871e-01,0.000000000000000000e+00
-2.113955242072617468e-06,0.000000000000000000e+00,9.999999999977655651e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.999999999977655651e-01,0.000000000000000000e+00,-2.113955242072617468e-06,1.016945990137278335e-05,0.000000000000000000e+00,4.999993582299147032e-01,0.000000000000000000e+00
-4.985659984243482240e-06,0.000000000000000000e+00,9.999999999875716084e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.999999999875716084e-01,0.000000000000000000e+00,-4.985659984243482240e-06,2.398417132419667386e-05,0.000000000000000000e+00,4.999984863822238834e-01,0.000000000000000000e+00
-9.688536959131298994e-06,0.000000000000000000e+00,9.999999999530660988e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.999999999530660988e-01,0.000000000000000000e+00,-9.688536959131298994e-06,4.660797097295971218e-05,0.000000000000000000e+00,4.999970585061515038e-01,0.000000000000000000e+00
-1.665721019207127451e-05,0.000000000000000000e+00,9.999999998612686403e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.999999998612686403e-01,0.000000000000000000e+00,-1.665721019207127451e-05,8.013166504790556258e-05,0.000000000000000000e+00,4.999949424988916480e-01,0.000000000000000000e+00
-2.631708378387586270e-05,0.000000000000000000e+00,9.999999996537055624e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.999999996537055624e-01,0.000000000000000000e+00,-2.631708378387586270e-05,1.266016983466983702e-04,0.000000000000000000e+00,4.999920089340054719e-01,0.000000000000000000e+00
-3.908440549546510055e-05,0.000000000000000000e+00,9.999999992362046397e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.999999992362046397e-01,0.000000000000000000e+00,-3.908440549546510055e-05,1.880204570485330591e-04,0.000000000000000000e+00,4.999881309930238604e-01,0.000000000000000000e+00
-5.536633033160227310e-05,0.000000000000000000e+00,9.999999984672847120e-01,0.000000000000000000e+00,1.000000000000000000e+00,0.000000000000000000e+00,-9.999999984672847120e-01,0.000000000000000000e+00,-5.536633033160227310e-05,2.663465710673788649e-04,0.000000000000000000e+00,4.999831843902914907e-01,0.000000000000000000e+00
